stamp,joint1_to_base,joint2_to_joint1,joint3_to_joint2,joint4_to_joint3,joint5_to_joint4,joint6_to_joint5,gripper_controller
11.052,-0.0000,-0.0000,0.0004,-0.0000,-0.0004,0.0000,0.0000
11.064,-0.0000,-0.0000,0.0004,-0.0000,-0.0004,0.0000,0.0000
11.076,-0.0000,-0.0000,0.0004,-0.0000,-0.0004,0.0000,0.0000
11.088,-0.0000,-0.0000,0.0004,-0.0000,-0.0003,0.0000,0.0000
11.100,-0.0000,-0.0000,0.0004,-0.0000,-0.0003,0.0000,0.0000
11.112,-0.0000,-0.0000,0.0004,-0.0000,-0.0003,0.0000,0.0000
11.124,-0.0000,-0.0000,0.0004,-0.0000,-0.0003,0.0000,0.0000
11.136,-0.0000,-0.0000,0.0004,-0.0000,-0.0003,0.0000,0.0000
11.148,-0.0000,-0.0000,0.0004,-0.0000,-0.0003,0.0000,0.0000
11.160,-0.0000,-0.0000,0.0004,-0.0000,-0.0003,0.0000,0.0000
11.172,-0.0000,-0.0000,0.0003,-0.0000,-0.0003,0.0000,0.0000
11.184,-0.0000,-0.0000,0.0003,-0.0000,-0.0003,0.0000,0.0000
11.196,-0.0000,-0.0000,0.0003,-0.0000,-0.0003,0.0000,0.0000
11.208,-0.0000,-0.0000,0.0003,-0.0000,-0.0003,0.0000,0.0000
11.220,-0.0000,-0.0000,0.0003,-0.0000,-0.0003,0.0000,0.0000
11.232,-0.0000,-0.0000,0.0003,-0.0000,-0.0003,0.0000,0.0000
11.244,-0.0000,-0.0000,0.0003,-0.0000,-0.0003,0.0000,0.0000
11.256,-0.0000,-0.0000,0.0003,-0.0000,-0.0002,0.0000,0.0000
11.268,-0.0000,-0.0000,0.0003,-0.0000,-0.0002,0.0000,0.0000
11.280,-0.0000,-0.0000,0.0003,-0.0000,-0.0002,0.0000,0.0000
11.292,-0.0000,-0.0000,0.0003,-0.0000,-0.0002,0.0000,0.0000
11.304,-0.0000,-0.0000,0.0003,-0.0000,-0.0002,0.0000,0.0000
11.316,-0.0000,-0.0000,0.0003,-0.0000,-0.0002,0.0000,0.0000
11.328,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.340,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.352,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.364,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.376,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.388,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.400,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.412,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.424,-0.0000,-0.0000,0.0002,-0.0000,-0.0002,0.0000,0.0000
11.436,-0.0000,-0.0000,0.0002,-0.0000,-0.0001,0.0000,0.0000
11.448,-0.0000,-0.0000,0.0002,-0.0000,-0.0001,0.0000,0.0000
11.460,-0.0000,-0.0000,0.0002,-0.0000,-0.0001,0.0000,0.0000
11.472,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.484,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.496,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.508,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.520,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.532,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.544,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.556,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.568,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.580,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.592,-0.0000,-0.0000,0.0001,-0.0000,-0.0001,0.0000,0.0000
11.604,-0.0000,-0.0000,0.0001,-0.0000,-0.0000,0.0000,0.0000
11.616,-0.0000,-0.0000,0.0001,-0.0000,-0.0000,0.0000,0.0000
11.628,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.640,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.652,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.664,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.676,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.688,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.700,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.712,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.724,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.736,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.748,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.760,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.772,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.784,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.796,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.808,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.820,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.832,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.844,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.856,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.868,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.880,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.892,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.904,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.916,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.928,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.940,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.952,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.964,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.976,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
11.988,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
